Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
Network 10,609718,John F Kennedy High School,"1,629",114,7.00%,289,17.74%,"1,337",82.07%
Network 9,609919,John Fiske Elementary School,511,1,0.20%,42,8.22%,417,81.60%
AUSL,610263,John Foster Dulles Elementary School,740,1,0.14%,64,8.65%,703,95.00%
Network 7,610228,John Greenleaf Whittier Elementary School,290,193,66.55%,33,11.38%,264,91.03%
Network 8,609964,John H Hamline Elementary School,656,375,57.16%,82,12.50%,584,89.02%
ISP,610026,John H Kinzie Elementary School,669,118,17.64%,153,22.87%,429,64.13%
Network 10,610207,John H Vanderpoel Elementary Magnet School,292,,,31,10.62%,212,72.60%
Network 8,609694,John Hancock College Preparatory High School,905,56,6.19%,78,8.62%,843,93.15%
AUSL,609971,John Harvard Elementary School of Excellence,425,,,64,15.06%,373,87.76%
Network 3,609975,John Hay Elementary Community Academy,466,9,1.93%,47,10.09%,449,96.35%
Network 4,609782,John J Audubon Elementary School,570,35,6.14%,58,10.18%,137,24.04%
Network 9,610126,John J Pershing Elementary Humanities Magnet,549,15,2.73%,63,11.48%,419,76.32%
Network 13,610054,John L Marsh Elementary School,866,271,31.29%,89,10.28%,771,89.03%
Network 12,609710,John M Harlan Community Academy High School,613,,,125,20.39%,570,92.99%
Network 6,610180,John M Smyth Elementary School,474,2,0.42%,82,17.30%,429,90.51%
ISP,609723,John Marshall Metropolitan High School,425,2,0.47%,105,24.71%,380,89.41%
Network 5,609954,John Milton Gregory Elementary School,414,,,60,14.49%,408,98.55%
Network 1,610111,John Palmer Elementary School,891,321,36.03%,95,10.66%,688,77.22%
Network 7,610184,John Spry Elementary Community School,620,279,45.00%,84,13.55%,570,91.94%
Network 2,610269,John T McCutcheon Elementary School,447,160,35.79%,104,23.27%,400,89.49%
Network 12,610130,John T Pirie Fine Arts & Academic Center ES,336,3,0.89%,30,8.93%,264,78.57%
Network 11,609864,John W Cook Elementary School,416,1,0.24%,63,15.14%,355,85.34%
Network 1,609937,John W Garvy Elementary School,810,164,20.25%,105,12.96%,317,39.14%
Network 13,610225,John Whistler Elementary School,269,,,43,15.99%,237,88.10%
Network 13,610199,Johnnie Colemon Elementary Academy,262,6,2.29%,32,12.21%,205,78.24%
Network 6,609828,Jonathan Burr Elementary School,409,49,11.98%,45,11.00%,175,42.79%
Network 1,610159,Jonathan Y Scammon Elementary School,928,376,40.52%,101,10.88%,834,89.87%
Network 2,609865,Jordan Elementary Community School,586,242,41.30%,89,15.19%,508,86.69%
Network 5,610313,Jose De Diego Elementary Community Academy,687,87,12.66%,91,13.25%,587,85.44%
Network 7,609950,Josefa Ortiz De Dominguez Elementary School,664,463,69.73%,63,9.49%,603,90.81%
Network 2,610242,Joseph Brennemann Elementary School,474,135,28.48%,102,21.52%,404,85.23%
Network 7,609938,Joseph E Gary Elementary School,"1,149",477,41.51%,174,15.14%,"1,085",94.43%
Network 7,610015,Joseph Jungman Elementary School,298,147,49.33%,70,23.49%,254,85.23%
Network 5,609925,Joseph Kellman Corporate Community ES,371,,,24,6.47%,328,88.41%
Network 3,610043,Joseph Lovett Elementary School,424,15,3.54%,49,11.56%,362,85.38%
Network 12,610218,Joseph Warren Elementary School,285,2,0.70%,30,10.53%,229,80.35%
Network 3,610041,Josephine C Locke Elementary School,"1,357",455,33.53%,218,16.06%,"1,113",82.02%
Network 11,610019,Joshua D Kershaw Elementary School,293,1,0.34%,41,13.99%,243,82.94%
Network 7,610129,Josiah Pickard Elementary School,515,236,45.83%,71,13.79%,482,93.59%
Network 2,610022,Joyce Kilmer Elementary School,744,387,52.02%,174,23.39%,642,86.29%
AUSL,610000,Julia Ward Howe Elementary School of Excellence,527,2,0.38%,65,12.33%,486,92.22%
Network 10,610016,Kate S Kellogg Elementary School,252,,,41,16.27%,109,43.25%
Network 4,609716,Kelvyn Park High School,711,170,23.91%,115,16.17%,676,95.08%
Network 9,609746,Kenwood Academy High School,"1,724",9,0.52%,98,5.68%,"1,173",68.04%
Charter,400044,KIPP Ascend Charter School,623,5,0.80%,83,13.32%,589,94.54%
Charter,400177,KIPP Chicago Charter School - KIPP Ascend Primary,208,6,2.88%,14,6.73%,189,90.87%
Charter,400163,KIPP Chicago Charter School - KIPP Bloom,257,1,0.39%,42,16.34%,237,92.22%
Charter,400146,KIPP Chicago Charter School - KIPP Create,319,1,0.31%,43,13.48%,303,94.98%
Charter,400045,Kwame Nkrumah Academy Charter School,311,1,0.32%,31,9.97%,236,75.88%
Charter,400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus,453,4,0.88%,44,9.71%,415,91.61%
Charter,400048,L.E.A.R.N. - Excel Campus,436,8,1.83%,39,8.94%,391,89.68%
Charter,400111,L.E.A.R.N. - Hunter Perkins Campus,495,,,55,11.11%,424,85.66%
Charter,400165,L.E.A.R.N. - Middle School Campus,242,2,0.83%,44,18.18%,230,95.04%
Charter,400046,L.E.A.R.N. - Romano Butler Campus,622,5,0.80%,55,8.84%,575,92.44%
Charter,400107,L.E.A.R.N. - South Chicago Campus,497,52,10.46%,68,13.68%,443,89.13%
Charter,400151,L.E.A.R.N. Charter School - 7th Campus,353,6,1.70%,36,10.20%,291,82.44%
Network 2,609719,Lake View High School,"1,289",60,4.65%,189,14.66%,"1,091",84.64%
Network 13,610368,Langston Hughes Elementary School,511,3,0.59%,131,25.64%,440,86.11%
Network 4,610033,LaSalle Elementary Language Academy,559,20,3.58%,56,10.02%,212,37.92%
Network 6,610520,LaSalle II Magnet Elementary School,591,47,7.95%,85,14.38%,265,44.84%
Network 3,609910,Laughlin Falconer Elementary School,"1,316",590,44.83%,150,11.40%,"1,232",93.62%
Network 5,610133,Laura S Ward Elementary School,576,9,1.56%,50,8.68%,506,87.85%
Network 5,610034,Lawndale Elementary Community Academy,388,,,38,9.79%,349,89.95%
Network 7,610024,Lazaro Cardenas Elementary School,674,362,53.71%,72,10.68%,645,95.70%
Charter,400049,Legacy Charter School,478,2,0.42%,71,14.85%,425,88.91%
Charter,400119,Legal Prep Charter Academy,290,,,53,18.28%,278,95.86%
Network 5,609907,Leif Ericson Elementary Scholastic Academy,478,1,0.21%,42,8.79%,413,86.40%
ISP,610298,Lenart Elementary Regional Gifted Center,290,1,0.34%,10,3.45%,98,33.79%
AUSL,610036,Leslie Lewis Elementary School,499,56,11.22%,49,9.82%,482,96.59%
ISP,609738,Lincoln Park High School,"2,114",47,2.22%,170,8.04%,"1,239",58.61%
Network 10,609807,Lionel Hampton Fine & Performing Arts ES,571,111,19.44%,90,15.76%,503,88.09%
Options,400137,Little Black Pearl Art and Design Academy,158,,,32,20.25%,147,93.04%
Network 7,609834,Little Village Elementary School,858,425,49.53%,89,10.37%,843,98.25%
Network 4,610325,Logandale Middle School,836,283,33.85%,88,10.53%,799,95.57%
Network 4,609809,Lorenz Brentano Math & Science Academy ES,443,117,26.41%,68,15.35%,343,77.43%
Network 4,609773,Louis A Agassiz Elementary School,527,43,8.16%,110,20.87%,243,46.11%
Network 4,610094,Louis Nettelhorst Elementary School,833,97,11.64%,78,9.36%,186,22.33%
Network 8,610117,Louis Pasteur Elementary School,"1,230",432,35.12%,123,10.00%,"1,082",87.97%
Network 4,609774,Louisa May Alcott College Preparatory ES,576,34,5.90%,48,8.33%,87,15.10%
Network 4,610524,Louisa May Alcott College Preparatory HS,308,28,9.09%,59,19.16%,251,81.49%
Network 9,610237,Ludwig Van Beethoven Elementary School,451,1,0.22%,71,15.74%,374,82.93%
Network 11,610108,Luke O'Toole Elementary School,416,5,1.20%,51,12.26%,359,86.30%
Network 3,609818,Luther Burbank Elementary School,975,463,47.49%,118,12.10%,859,88.10%
Network 2,609817,Lyman A Budlong Elementary School,839,379,45.17%,70,8.34%,626,74.61%
Options,610581,Magic Johnson- Brainerd HS,135,,,23,17.04%,107,79.26%
Options,610582,Magic Johnson- Englewood HS,155,,,15,9.68%,142,91.61%
Options,610580,Magic Johnson- Humboldt Park HS,199,15,7.54%,35,17.59%,183,91.96%
Options,610566,Magic Johnson- North Lawndale HS,200,,,36,18.00%,187,93.50%
Options,610567,Magic Johnson- Roseland HS,206,,,48,23.30%,174,84.47%
Network 11,610369,Mahalia Jackson Elementary School,349,,,68,19.48%,300,85.96%
Network 6,610197,Mancel Talcott Elementary School,540,215,39.81%,91,16.85%,432,80.00%
Network 5,609722,Manley Career Academy High School,248,2,0.81%,65,26.21%,234,94.35%
ISP,609872,Manuel Perez Elementary School,332,111,33.43%,41,12.35%,297,89.46%
Network 13,610128,Marcus Moziah Garvey Elementary School,269,,,22,8.18%,233,86.62%
Network 7,610017,Maria Saucedo Elementary Scholastic Academy,"1,198",479,39.98%,100,8.35%,"1,067",89.07%
Network 10,610544,Mariano Azuela Elementary School,948,259,27.32%,93,9.81%,831,87.66%
Network 8,609756,Marie Sklodowska Curie Metropolitan High School,"3,050",275,9.02%,303,9.93%,"2,869",94.07%
Service Leadership Academies,609780,Marine Leadership Academy at Ames,793,107,13.49%,72,9.08%,760,95.84%
Network 6,610081,Mark Sheridan Elementary Math & Science Academy,559,36,6.44%,37,6.62%,279,49.91%
ISP,610177,Mark Skinner Elementary School,"1,042",61,5.85%,79,7.58%,282,27.06%
Network 10,610206,Mark Twain Elementary School,"1,184",202,17.06%,90,7.60%,969,81.84%
AUSL,610053,Marquette Elementary School,"1,238",413,33.36%,120,9.69%,"1,162",93.86%
Network 12,610152,Martha Ruggles Elementary School,412,,,49,11.89%,356,86.41%
Network 3,610539,Marvin Camras Elementary School,"1,052",398,37.83%,128,12.17%,870,82.70%
Network 2,610355,Mary E Courtenay Elementary Language Arts Center,531,128,24.11%,168,31.64%,469,88.32%
Network 12,610312,Mary E McDowell Elementary School,183,,,15,8.20%,150,81.97%
Network 1,610127,Mary Gage Peterson Elementary School,927,256,27.62%,102,11.00%,669,72.17%
Network 3,610046,Mary Lyon Elementary School,"1,487",493,33.15%,169,11.37%,"1,383",93.01%
AUSL,609888,Mary Mapes Dodge Elementary Renaissance Academy,122,,,15,12.30%,105,86.07%
Network 13,609935,Matthew Gallistel Elementary Language Academy,"1,200",266,22.17%,151,12.58%,"1,130",94.17%
Network 11,610362,Medgar Evers Elementary School,364,,,50,13.74%,315,86.54%
AUSL,609928,Melville W Fuller Elementary School,392,,,45,11.48%,324,82.65%
Network 5,610055,Michael Faraday Elementary School,342,1,0.29%,49,14.33%,326,95.32%
Network 10,609832,Michael M Byrne Elementary School,648,67,10.34%,107,16.51%,361,55.71%
Network 3,610244,Michele Clark Academic Prep Magnet High School,524,,,60,11.45%,506,96.56%
Network 13,610208,Mildred I Lavizzo Elementary School,412,,,66,16.02%,379,91.99%
Network 3,609830,Milton Brunson Math & Science Specialty ES,586,10,1.71%,65,11.09%,555,94.71%
Network 2,610011,Minnie Mars Jamieson Elementary School,891,228,25.59%,113,12.68%,621,69.70%
Network 10,609725,Morgan Park High School,"1,431",5,0.35%,137,9.57%,"1,207",84.35%
AUSL,610257,Morton School of Excellence,340,2,0.59%,42,12.35%,336,98.82%
Network 10,610082,Mount Greenwood Elementary School,"1,055",12,1.14%,110,10.43%,214,20.28%
Network 13,610086,Mount Vernon Elementary School,244,,,51,20.90%,228,93.44%
Charter,400178,Moving Everest Charter School,175,1,0.57%,12,6.86%,163,93.14%
Network 7,610385,Multicultural Academy of Scholarship,272,76,27.94%,68,25.00%,262,96.32%
AUSL,609806,Myra Bradwell Communications Arts & Sciences ES,704,7,0.99%,101,14.35%,639,90.77%
Charter,400050,Namaste Charter School,488,175,35.86%,82,16.80%,372,76.23%
Options,609783,Nancy B Jefferson Alternative HS,289,8,2.77%,84,29.07%,240,83.04%
Network 10,609960,Nathan Hale Elementary School,930,148,15.91%,126,13.55%,667,71.72%
Network 8,609876,Nathan S Davis Elementary School,791,411,51.96%,74,9.36%,756,95.58%
Network 8,609952,Nathanael Greene Elementary School,597,290,48.58%,49,8.21%,526,88.11%
AUSL,610231,National Teachers Elementary Academy,649,21,3.24%,63,9.71%,517,79.66%
Network 11,609692,Neal F Simeon Career Academy High School,"1,363",1,0.07%,112,8.22%,"1,223",89.73%
Network 2,610284,New Field Elementary School,587,340,57.92%,79,13.46%,508,86.54%
Network 1,609792,Newton Bateman Elementary School,"1,040",377,36.25%,115,11.06%,902,86.73%
Network 2,609730,Nicholas Senn High School,"1,365",194,14.21%,188,13.77%,"1,130",82.78%
Network 11,609793,Nicholson Technology Academy,567,7,1.23%,68,11.99%,559,98.59%
Network 12,609961,Ninos Heroes Elementary Academic Center,395,30,7.59%,34,8.61%,342,86.58%
Charter,400157,Noble - Baker College Prep,413,17,4.12%,98,23.73%,389,94.19%
Charter,400156,Noble - Butler College Prep,450,1,0.22%,77,17.11%,420,93.33%
Charter,400097,Noble - Chicago Bulls College Prep,"1,130",78,6.90%,153,13.54%,989,87.52%
Charter,400118,Noble - DRW College Prep,618,9,1.46%,127,20.55%,587,94.98%
Charter,400052,Noble - Gary Comer College Prep,"1,067",4,0.37%,157,14.71%,917,85.94%
Charter,400053,Noble - Golder College Prep,664,66,9.94%,109,16.42%,605,91.11%
Charter,400117,Noble - Hansberry College Prep,769,4,0.52%,151,19.64%,655,85.18%
Charter,400169,Noble - ITW David Speer Academy,683,103,15.08%,91,13.32%,601,87.99%
Charter,400106,Noble - John and Eunice Johnson College Prep,860,7,0.81%,158,18.37%,800,93.02%
Charter,400098,Noble - Muchin College Prep,885,36,4.07%,102,11.53%,765,86.44%
Charter,400051,Noble - Noble College Prep,626,47,7.51%,76,12.14%,561,89.62%
Charter,400054,Noble - Pritzker College Prep,941,97,10.31%,102,10.84%,855,90.86%
Charter,400055,Noble - Rauner College Prep,617,53,8.59%,103,16.69%,503,81.52%
Charter,400056,Noble - Rowe-Clark Math and Science Academy,558,28,5.02%,105,18.82%,505,90.50%
Charter,400170,Noble - The Noble Academy,245,21,8.57%,34,13.88%,208,84.90%
Charter,400057,Noble - UIC College Prep,903,49,5.43%,115,12.74%,774,85.71%
Network 1,609810,Norman A Bridge Elementary School,"1,108",288,25.99%,132,11.91%,744,67.15%
Charter,400058,North Lawndale College Prep - Christiana,397,1,0.25%,66,16.62%,381,95.97%
Charter,400059,North Lawndale College Prep - Collins,409,,,62,15.16%,392,95.84%
Network 1,610354,North River Elementary School,338,153,45.27%,68,20.12%,270,79.88%
Network 5,609691,North-Grand High School,978,209,21.37%,169,17.28%,932,95.30%
Network 1,609749,Northside College Preparatory High School,"1,056",13,1.23%,63,5.97%,449,42.52%
Network 1,609744,Northside Learning Center High School,243,107,44.03%,243,100.00%,211,86.83%
Network 3,610051,Northwest Middle School,572,132,23.08%,70,12.24%,547,95.63%
Network 1,610099,Norwood Park Elementary School,401,34,8.48%,56,13.97%,86,21.45%
Network 6,610529,Ogden International High School,717,22,3.07%,78,10.88%,350,48.81%
Network 1,610201,Ole A Thorp Elementary Scholastic Academy,841,89,10.58%,95,11.30%,412,48.99%
Network 11,610300,Oliver S Westcott Elementary School,390,5,1.28%,59,15.13%,330,84.62%
OS4,609997,Oliver Wendell Holmes Elementary School,238,3,1.26%,24,10.08%,194,81.51%
Options,610569,Ombudsman Chicago- Northwest,248,9,3.63%,54,21.77%,182,73.39%
Options,610570,Ombudsman Chicago- South,491,25,5.09%,73,14.87%,452,92.06%
Options,610571,Ombudsman Chicago- West,488,12,2.46%,96,19.67%,455,93.24%
Network 1,610105,Oriole Park Elementary School,709,61,8.60%,76,10.72%,185,26.09%
Network 7,610329,Orozco Fine Arts & Sciences Elementary School,576,190,32.99%,68,11.81%,518,89.93%
AUSL,610389,Orr Academy High School,405,15,3.70%,106,26.17%,383,94.57%
Network 13,609811,Orville T Bright Elementary School,299,47,15.72%,80,26.76%,262,87.63%
Network 3,610367,Oscar DePriest Elementary School,683,6,0.88%,117,17.13%,605,88.58%
Network 4,610059,Oscar F Mayer Elementary School,683,26,3.81%,60,8.78%,160,23.43%
AUSL,610021,Pablo Casals Elementary School,458,62,13.54%,55,12.01%,405,88.43%
Network 12,610115,Park Manor Elementary School,394,,,40,10.15%,339,86.04%
Network 12,610116,Parkside Elementary Community Academy,275,,,36,13.09%,243,88.36%
Options,610557,Pathways in Education- Ashburn,226,11,4.87%,23,10.18%,191,84.51%
Options,610568,Pathways in Education- Avondale,215,22,10.23%,33,15.35%,197,91.63%
Options,400173,Pathways in Education- Brighton Park,284,26,9.15%,24,8.45%,269,94.72%
Network 1,609988,Patrick Henry Elementary School,646,296,45.82%,72,11.15%,550,85.14%
Network 11,610003,Paul Cuffe Math-Science Technology Academy ES,421,1,0.24%,65,15.44%,356,84.56%
Network 9,609676,Paul Laurence Dunbar Career Academy High School,761,6,0.79%,165,21.68%,734,96.45%
Network 12,610146,Paul Revere Elementary School,261,,,28,10.73%,228,87.36%
Network 11,609707,Paul Robeson High School,204,,,63,30.88%,202,99.02%
Options,610386,Peace & Education Coalition HS,130,13,10.00%,27,20.77%,125,96.15%
Network 13,609762,Percy L Julian High School,720,1,0.14%,136,18.89%,676,93.89%
Network 11,609791,Perkins Bass Elementary School,494,1,0.20%,57,11.54%,458,92.71%
Charter,400062,Perspectives - High School of Technology,420,1,0.24%,88,20.95%,398,94.76%
Charter,400061,Perspectives - Leadership Academy,546,3,0.55%,96,17.58%,509,93.22%
Charter,400066,Perspectives - Math and Science Academy,534,4,0.75%,106,19.85%,490,91.76%
Charter,400064,Perspectives - Rodney D. Joslin,394,8,2.03%,62,15.74%,357,90.61%
Network 1,610145,Peter A Reinberg Elementary School,848,321,37.85%,171,20.17%,677,79.83%
Network 7,609867,Peter Cooper Elementary Dual Language Academy,548,342,62.41%,89,16.24%,524,95.62%
Network 2,610147,Philip Rogers Elementary School,765,251,32.81%,105,13.73%,577,75.42%
Network 6,609777,Phillip D Armour Elementary School,296,93,31.42%,46,15.54%,258,87.16%
Network 9,610090,Phillip Murray Elementary Language Academy,529,7,1.32%,32,6.05%,318,60.11%
Network 10,609981,Phoebe Apperson Hearst Elementary School,337,123,36.50%,93,27.60%,314,93.18%
Service Leadership Academies,610304,Phoenix Military Academy High School,520,13,2.50%,41,7.88%,497,95.58%
Network 7,610013,Pilsen Elementary Community Academy,393,162,41.22%,112,28.50%,350,89.06%
Contract,400068,Plato Learning Academy,497,,,49,9.86%,457,91.95%
Charter,400069,Polaris Charter Academy,440,1,0.23%,49,11.14%,374,85.00%
Network 1,610135,Portage Park Elementary School,"1,002",102,10.18%,110,10.98%,756,75.45%
Options,400070,Prologue - Early College,170,4,2.35%,22,12.94%,156,91.76%
Options,400109,Prologue-Joshua Johnston Charter School,190,,,10,5.26%,175,92.11%
Charter,400071,Providence Englewood Charter School,493,6,1.22%,49,9.94%,340,68.97%
Network 6,610138,Pulaski International School of Chicago,931,175,18.80%,79,8.49%,671,72.07%
ISP,609842,Rachel Carson Elementary School,"1,092",600,54.95%,84,7.69%,"1,036",94.87%
Network 13,609902,Ralph H Metcalfe Elementary Community Academy,460,,,46,10.00%,428,93.04%
Network 2,610141,Ravenswood Elementary School,563,49,8.70%,66,11.72%,248,44.05%
Network 6,609769,Ray Graham Training Center High School,132,38,28.79%,132,100.00%,124,93.94%
Network 8,609903,Richard Edwards Elementary School,"1,501",721,48.03%,156,10.39%,"1,062",70.75%
Network 10,610291,Richard Henry Lee Elementary School,872,260,29.82%,117,13.42%,771,88.42%
Network 8,610239,Richard J Daley Elementary Academy,609,317,52.05%,59,9.69%,609,100.00%
Network 11,610102,Richard J Oglesby Elementary School,498,,,65,13.05%,411,82.53%
Network 6,610561,Richard T Crane Medical Preparatory HS,497,2,0.40%,21,4.23%,429,86.32%
Network 5,610234,Richard Yates Elementary School,555,206,37.12%,176,31.71%,453,81.62%
Network 2,609695,Roald Amundsen High School,"1,141",125,10.96%,142,12.45%,"1,022",89.57%
Network 12,610350,Robert A Black Magnet Elementary School,463,1,0.22%,25,5.40%,383,82.72%
Network 11,609929,Robert Fulton Elementary School,419,128,30.55%,60,14.32%,404,96.42%
ISP,609979,Robert Healy Elementary School,"1,453",342,23.54%,87,5.99%,"1,219",83.90%
Network 10,609956,Robert L Grimes Elementary School,470,178,37.87%,61,12.98%,388,82.55%
Network 11,610391,Robert Lindblom Math & Science Academy HS,"1,254",10,0.80%,68,5.42%,838,66.83%
Network 6,610252,Robert Nathaniel Dett Elementary School,364,4,1.10%,102,28.02%,348,95.60%
OS4,609759,Roberto Clemente Community Academy High School,766,84,10.97%,181,23.63%,729,95.17%
Network 6,610029,Rodolfo Lozano Bilingual & International Ctr ES,253,114,45.06%,70,27.67%,219,86.56%
Network 2,609733,Roger C Sullivan High School,563,178,31.62%,136,24.16%,511,90.76%
Network 13,610091,Ronald Brown Elementary Community Academy,323,1,0.31%,34,10.53%,266,82.35%
AUSL,610282,Ronald E McNair Elementary School,421,14,3.33%,89,21.14%,362,85.99%
Network 7,609826,Rosario Castellanos Elementary School,594,137,23.06%,98,16.50%,585,98.48%
Network 5,610056,Roswell B Mason Elementary School,389,,,62,15.94%,376,96.66%
Charter,400096,Rowe Elementary Charter School,816,194,23.77%,85,10.42%,669,81.99%
Network 11,610027,Rudyard Kipling Elementary School,368,,,63,17.12%,306,83.15%
Network 6,610250,Rueben Salazar Elementary Bilingual Center,364,136,37.36%,69,18.96%,283,77.75%
Network 1,609995,Rufus M Hitch Elementary School,592,146,24.66%,80,13.51%,356,60.14%
Network 4,609853,Salmon P Chase Elementary School,469,202,43.07%,93,19.83%,409,87.21%
Network 10,610558,Sarah E. Goode STEM Academy,831,32,3.85%,129,15.52%,736,88.57%
Network 1,610155,Sauganash Elementary School,589,108,18.34%,59,10.02%,184,31.24%
Network 11,609805,Scott Joplin Elementary School,416,,,49,11.78%,376,90.38%
Network 4,609968,Sharon Christa McAuliffe Elementary School,767,299,38.98%,96,12.52%,665,86.70%
Network 8,610157,Sidney Sawyer Elementary School,"1,751",592,33.81%,132,7.54%,"1,628",92.98%
Options,609750,Simpson Academy HS for Young Women,74,1,1.35%,10,13.51%,74,100.00%
Network 11,610521,Sir Miles Davis Magnet Elementary Academy,279,7,2.51%,29,10.39%,255,91.40%
Network 4,610534,Skinner North,478,,,25,5.23%,82,17.15%
Network 8,610226,Socorro Sandoval Elementary School,"1,067",445,41.71%,90,8.43%,940,88.10%
ISP,609990,South Loop Elementary School,868,63,7.26%,50,5.76%,257,29.61%
Network 12,610530,South Shore Fine Arts Academy,491,2,0.41%,90,18.33%,400,81.47%
Network 12,610547,South Shore Intl College Prep High School,582,3,0.52%,53,9.11%,501,86.08%
Network 11,609745,Southside Occupational Academy High School,222,33,14.86%,222,100.00%,198,89.19%
Network 3,610183,Spencer Technology Academy,779,2,0.26%,109,13.99%,710,91.14%
Network 7,610357,Spry Community Links High School,173,37,21.39%,31,17.92%,168,97.11%
Network 6,610548,STEM Magnet Academy,450,51,11.33%,26,5.78%,183,40.67%
Network 2,609880,Stephen Decatur Classical Elementary School,282,1,0.35%,14,4.96%,37,13.12%
Network 2,609933,Stephen F Gale Elementary Community Academy,381,111,29.13%,64,16.80%,338,88.71%
Network 2,609976,Stephen K Hayt Elementary School,"1,006",419,41.65%,117,11.63%,809,80.42%
Network 2,609724,Stephen T Mather High School,"1,576",369,23.41%,169,10.72%,"1,384",87.82%
Network 2,610191,Stone Elementary Scholastic Academy,625,86,13.76%,54,8.64%,328,52.48%
Network 6,610405,Suder Montessori Magnet ES,418,17,4.07%,43,10.29%,237,56.70%
Network 8,610249,Talman Elementary School,444,156,35.14%,58,13.06%,386,86.94%
AUSL,610396,Tarkington School of Excellence ES,"1,012",327,32.31%,104,10.28%,921,91.01%
Network 11,610506,TEAM Englewood Community Academy High School,272,,,53,19.49%,230,84.56%
Network 7,609921,Telpochcalli Elementary School,298,193,64.77%,55,18.46%,262,87.92%
Charter,400116,The Montessori School of Englewood Charter,279,1,0.36%,38,13.62%,230,82.44%
AUSL,609991,Theodore Herzl Elementary School,620,5,0.81%,79,12.74%,527,85.00%
Network 1,609728,Theodore Roosevelt High School,"1,182",304,25.72%,232,19.63%,"1,094",92.55%
Network 12,610178,Theophilus Schmid Elementary School,226,,,38,16.81%,192,84.96%
Network 1,609794,Thomas A Edison Regional Gifted Center ES,278,2,0.72%,14,5.04%,43,15.47%
Network 9,609987,Thomas A Hendricks Elementary Community Academy,245,8,3.27%,61,24.90%,226,92.24%
AUSL,609851,Thomas Chalmers Specialty Elementary School,388,,,54,13.92%,347,89.43%
Network 6,609896,Thomas Drummond Elementary School,351,15,4.27%,22,6.27%,120,34.19%
Network 12,610002,Thomas Hoyne Elementary School,258,,,32,12.40%,206,79.84%
Network 13,610295,Thomas J Higgins Elementary Community Academy,308,,,38,12.34%,273,88.64%
Network 2,610220,Thomas J Waters Elementary School,643,51,7.93%,54,8.40%,271,42.15%
OS4,609715,Thomas Kelly High School,"2,248",474,21.09%,315,14.01%,"2,125",94.53%
Network 1,610321,Thurgood Marshall Middle School,56,11,19.64%,13,23.21%,55,98.21%
Network 11,609895,Turner-Drew Elementary Language Academy,275,,,41,14.91%,198,72.00%
Charter,400078,University of Chicago - Carter G. Woodson,322,,,34,10.56%,266,82.61%
Charter,400075,University of Chicago - Donoghue,565,1,0.18%,26,4.60%,425,75.22%
Charter,400076,University of Chicago - North Kenwood/Oakland,355,2,0.56%,21,5.92%,253,71.27%
Charter,400077,University of Chicago - Woodlawn,641,2,0.31%,105,16.38%,539,84.09%
Charter,400112,UNO 51st and Homan Charter Elementary School,576,247,42.88%,39,6.77%,540,93.75%
Charter,400120,UNO Charter - Near West Elementary,574,220,38.33%,57,9.93%,524,91.29%
Charter,400081,UNO Charter School - Bartolomé de las Casas,287,121,42.16%,21,7.32%,264,91.99%
Charter,400153,UNO Charter School - Brighton Park,566,302,53.36%,58,10.25%,527,93.11%
Charter,400082,UNO Charter School - Carlos Fuentes,568,223,39.26%,75,13.20%,524,92.25%
Charter,400114,UNO Charter School - Esmeralda Santiago,282,140,49.65%,54,19.15%,250,88.65%
Charter,400085,UNO Charter School - Major Hector P. Garcia MD,648,117,18.06%,83,12.81%,617,95.22%
Charter,400083,UNO Charter School - Octavio Paz Campus,414,194,46.86%,43,10.39%,383,92.51%
Charter,400089,UNO Charter School - Officer Donald J. Marquez,575,308,53.57%,43,7.48%,527,91.65%
Charter,400080,UNO Charter School - PFC Omar E. Torres,640,262,40.94%,51,7.97%,563,87.97%
Charter,400121,UNO Charter School - Rogers Park,764,299,39.14%,95,12.43%,699,91.49%
Charter,400084,UNO Charter School - Rufino Tamayo,288,162,56.25%,37,12.85%,268,93.06%
Charter,400101,UNO Charter School - Sandra Cisneros,564,252,44.68%,45,7.98%,518,91.84%
Charter,400149,UNO Charter School - Soccer Academy High School,677,145,21.42%,78,11.52%,640,94.53%
Charter,400079,UNO Charter School - SPC Daniel Zizumbo,638,193,30.25%,51,7.99%,581,91.07%
Network 2,610394,Uplift Community High School,311,27,8.68%,86,27.65%,296,95.18%
Charter,400105,Urban Prep Academy for Young Men - Bronzeville,420,,,78,18.57%,351,83.57%
Charter,400086,Urban Prep Academy for Young Men - Englewood,443,1,0.23%,86,19.41%,363,81.94%
Charter,400102,Urban Prep Charter Academy for Young Men - West,342,,,78,22.81%,295,86.26%
Network 8,610504,Velma F Thomas Early Childhood Center,183,58,31.69%,58,31.69%,85,46.45%
Network 13,609944,Virgil Grissom Elementary School,351,80,22.79%,40,11.40%,210,59.83%
Network 3,610518,VOISE Academy High School,195,3,1.54%,38,19.49%,189,96.92%
ISP,610363,Walt Disney Magnet Elementary School,"1,624",179,11.02%,143,8.81%,"1,016",62.56%
Network 4,610095,Walter L Newberry Math & Science Academy ES,565,34,6.02%,78,13.81%,367,64.96%
ISP,609680,Walter Payton College Preparatory High School,887,5,0.56%,54,6.09%,279,31.45%
