Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
Network 12,610116,PARKSIDE,  250 ,  1 ,0.4%,  25 ,10.0%,  186 ,74.4%
Network 12,610130,PIRIE,  224 ,  3 ,1.3%,  25 ,11.2%,  127 ,56.7%
Network 12,610281,POWELL,  524 ,  23 ,4.4%,  60 ,11.5%,  414 ,79.0%
Network 12,610146,REVERE,  201 ,,,  16 ,8.0%,  163 ,81.1%
Network 12,610152,RUGGLES,  360 ,,,  43 ,11.9%,  275 ,76.4%
Network 12,610178,SCHMID,  172 ,  2 ,1.2%,  28 ,16.3%,  129 ,75.0%
Network 12,610530,SOUTH SHORE ES,  296 ,  2 ,0.7%,  76 ,25.7%,  215 ,72.6%
Network 12,610279,TANNER,  308 ,  3 ,1.0%,  52 ,16.9%,  276 ,89.6%
Network 12,610200,THORP J,  279 ,  32 ,11.5%,  86 ,30.8%,  275 ,98.6%
Network 12,610218,WARREN,  211 ,  4 ,1.9%,  33 ,15.6%,  192 ,91.0%
Network 12,610124,WASHINGTON H ES,  268 ,,,  28 ,10.5%,  257 ,95.9%
Network 13,609848,ALDRIDGE,  188 ,,,  32 ,17.0%,  154 ,81.9%
Network 13,609800,BENNETT,  262 ,  1 ,0.4%,  29 ,11.1%,  189 ,72.1%
Network 13,609811,BRIGHT,  258 ,  46 ,17.8%,  67 ,26.0%,  209 ,81.0%
Network 13,610091,BROWN R,  303 ,,,  48 ,15.8%,  227 ,74.9%
Network 13,609821,BURNHAM,  419 ,  3 ,0.7%,  72 ,17.2%,  388 ,92.6%
Network 13,609845,CARVER G,  372 ,  1 ,0.3%,  42 ,11.3%,  356 ,95.7%
Network 13,609856,CLAY,  546 ,  168 ,30.8%,  79 ,14.5%,  366 ,67.0%
Network 13,610199,COLEMON,  211 ,  13 ,6.2%,  29 ,13.7%,  135 ,64.0%
Network 13,610004,CULLEN,  186 ,  1 ,0.5%,  19 ,10.2%,  138 ,74.2%
Network 13,610364,DUBOIS,  213 ,  1 ,0.5%,  35 ,16.4%,  178 ,83.6%
Network 13,610188,DUNNE,  203 ,,,  32 ,15.8%,  132 ,65.0%
Network 13,609917,FERNWOOD,  261 ,,,  28 ,10.7%,  241 ,92.3%
Network 13,609935,GALLISTEL,  628 ,  192 ,30.6%,  91 ,14.5%,  549 ,87.4%
Network 13,610128,GARVEY,  234 ,,,  19 ,8.1%,  214 ,91.5%
Network 13,609944,GRISSOM,  286 ,  62 ,21.7%,  32 ,11.2%,  152 ,53.2%
Network 13,609808,HALEY,  447 ,  2 ,0.5%,  57 ,12.8%,  438 ,98.0%
Network 13,610295,HIGGINS,  260 ,  2 ,0.8%,  45 ,17.3%,  208 ,80.0%
Network 13,610368,HUGHES L,  427 ,  12 ,2.8%,  90 ,21.1%,  310 ,72.6%
Network 13,610208,LAVIZZO,  370 ,  2 ,0.5%,  60 ,16.2%,  289 ,78.1%
Network 13,609902,METCALFE,  299 ,  3 ,1.0%,  47 ,15.7%,  218 ,72.9%
Network 13,610086,MOUNT VERNON,  229 ,,,  43 ,18.8%,  163 ,71.2%
Network 13,609943,OWENS,  346 ,  4 ,1.2%,  52 ,15.0%,  250 ,72.3%
Network 13,610132,POE,  198 ,  1 ,0.5%,  6 ,3.0%,  60 ,30.3%
Network 13,610139,PULLMAN,  340 ,  13 ,3.8%,  39 ,11.5%,  234 ,68.8%
Network 13,610586,SADLOWSKI,  621 ,  202 ,32.5%,  111 ,17.9%,  525 ,84.5%
Network 13,610176,SHOOP,  421 ,  3 ,0.7%,  72 ,17.1%,  326 ,77.4%
Network 13,609978,SMITH,  316 ,,,  47 ,14.9%,  260 ,82.3%
Network 13,610198,TAYLOR,  360 ,  151 ,41.9%,  73 ,20.3%,  253 ,70.3%
Network 13,610219,WASHINGTON G ES,  680 ,  86 ,12.7%,  86 ,12.7%,  464 ,68.2%
Network 13,610225,WHISTLER,  314 ,,,  72 ,22.9%,  231 ,73.6%
Network 13,610315,WHITE,  108 ,  2 ,1.9%,  24 ,22.2%,  84 ,77.8%
Network 14,610402,DEVRY HS,  158 ,  2 ,1.3%,  7 ,4.4%,  75 ,47.5%
Network 14,610515,DISNEY II ES,  404 ,  37 ,9.2%,  42 ,10.4%,  139 ,34.4%
Network 14,610564,DISNEY II HS,  785 ,  45 ,5.7%,  95 ,12.1%,  432 ,55.0%
Network 14,609708,FOREMAN HS,  604 ,  201 ,33.3%,  151 ,25.0%,  487 ,80.6%
Network 14,609769,GRAHAM HS,  184 ,  76 ,41.3%,  183 ,99.5%,  155 ,84.2%
Network 14,609716,KELVYN PARK HS,  395 ,  142 ,36.0%,  109 ,27.6%,  281 ,71.1%
Network 14,609719,LAKE VIEW HS,"  1,353 ",  172 ,12.7%,  255 ,18.9%,  821 ,60.7%
Network 14,609720,LANE TECH HS,"  4,428 ",  47 ,1.1%,  218 ,4.9%,"  1,605 ",36.3%
Network 14,609738,LINCOLN PARK HS,"  2,117 ",  43 ,2.0%,  199 ,9.4%,  603 ,28.5%
Network 14,609724,MATHER HS,"  1,617 ",  431 ,26.7%,  257 ,15.9%,"  1,063 ",65.7%
Network 14,609744,NORTHSIDE LEARNING HS,  239 ,  114 ,47.7%,  239 ,100.0%,  165 ,69.0%
Network 14,609728,ROOSEVELT HS,"  1,021 ",  377 ,36.9%,  217 ,21.3%,  686 ,67.2%
Network 14,609729,SCHURZ HS,"  1,518 ",  398 ,26.2%,  326 ,21.5%,  968 ,63.8%
Network 14,609730,SENN HS,"  1,547 ",  272 ,17.6%,  203 ,13.1%,  886 ,57.3%
Network 14,609732,STEINMETZ HS,"  1,167 ",  284 ,24.3%,  215 ,18.4%,  667 ,57.2%
Network 14,609733,SULLIVAN HS,  597 ,  241 ,40.4%,  170 ,28.5%,  396 ,66.3%
Network 14,609734,TAFT HS,"  3,960 ",  369 ,9.3%,  517 ,13.1%,"  1,419 ",35.8%
Network 14,610394,UPLIFT HS,  106 ,  24 ,22.6%,  58 ,54.7%,  74 ,69.8%
Network 14,609766,VAUGHN HS,  234 ,  94 ,40.2%,  234 ,100.0%,  149 ,63.7%
Network 14,609737,VON STEUBEN HS,"  1,674 ",  83 ,5.0%,  106 ,6.3%,  879 ,52.5%
Network 15,610524,ALCOTT HS,  333 ,  40 ,12.0%,  90 ,27.0%,  207 ,62.2%
Network 15,610518,AUSTIN CCA HS,  235 ,  2 ,0.9%,  76 ,32.3%,  204 ,86.8%
Network 15,609759,CLEMENTE HS,  684 ,  125 ,18.3%,  190 ,27.8%,  568 ,83.0%
Network 15,610561,CRANE MEDICAL HS,  446 ,  5 ,1.1%,  43 ,9.6%,  351 ,78.7%
Network 15,609756,CURIE HS,"  2,993 ",  465 ,15.5%,  348 ,11.6%,"  2,130 ",71.2%
Network 15,610245,DOUGLASS HS,  50 ,,,  16 ,32.0%,  46 ,92.0%
Network 15,609694,HANCOCK HS,"  1,019 ",  5 ,0.5%,  25 ,2.5%,  592 ,58.1%
Network 15,609764,JUAREZ HS,"  1,705 ",  404 ,23.7%,  264 ,15.5%,"  1,436 ",84.2%
Network 15,609722,MANLEY HS,  87 ,,,  39 ,44.8%,  71 ,81.6%
Network 15,609723,MARSHALL HS,  228 ,,,  61 ,26.8%,  226 ,99.1%
Network 15,610385,MULTICULTURAL HS,  225 ,  80 ,35.6%,  71 ,31.6%,  204 ,90.7%
Network 15,609691,NORTH-GRAND HS,"  1,039 ",  253 ,24.4%,  198 ,19.1%,  837 ,80.6%
Network 15,610101,OGDEN ES,  946 ,  84 ,8.9%,  87 ,9.2%,  339 ,35.8%
Network 15,610529,OGDEN HS,  632 ,  22 ,3.5%,  70 ,11.1%,  388 ,61.4%
Network 15,609680,PAYTON HS,"  1,216 ",  10 ,0.8%,  64 ,5.3%,  314 ,25.8%
Network 15,609679,PROSSER HS,"  1,214 ",  108 ,8.9%,  156 ,12.9%,"  1,042 ",85.8%
Network 15,610334,RABY HS,  246 ,  9 ,3.7%,  88 ,35.8%,  221 ,89.8%
Network 15,609750,SIMPSON HS,  21 ,  1 ,4.8%,  1 ,4.8%,  19 ,90.5%
Network 15,610383,SOCIAL JUSTICE HS,  335 ,  106 ,31.6%,  52 ,15.5%,  277 ,82.7%
Network 15,609740,WELLS HS,  316 ,  42 ,13.3%,  83 ,26.3%,  247 ,78.2%
Network 15,609693,WESTINGHOUSE HS,"  1,255 ",  44 ,3.5%,  89 ,7.1%,  687 ,54.7%
Network 15,610392,WORLD LANGUAGE HS,  345 ,  128 ,37.1%,  71 ,20.6%,  225 ,65.2%
Network 16,610513,AIR FORCE HS,  196 ,  17 ,8.7%,  18 ,9.2%,  149 ,76.0%
Network 16,609698,BOGAN HS,  736 ,  89 ,12.1%,  166 ,22.6%,  489 ,66.4%
Network 16,610592,ENGLEWOOD STEM HS,  680 ,  30 ,4.4%,  153 ,22.5%,  573 ,84.3%
Network 16,609704,FARRAGUT HS,  540 ,  164 ,30.4%,  146 ,27.0%,  431 ,79.8%
Network 16,609709,GAGE PARK HS,  323 ,  91 ,28.2%,  72 ,22.3%,  237 ,73.4%
Network 16,610558,GOODE HS,  936 ,  140 ,15.0%,  159 ,17.0%,  641 ,68.5%
Network 16,609711,HARPER HS,  21 ,  1 ,4.8%,  7 ,33.3%,  19 ,90.5%
Network 16,609741,HUBBARD HS,"  1,721 ",  354 ,20.6%,  249 ,14.5%,"  1,374 ",79.8%
Network 16,609783,JEFFERSON HS,  144 ,  4 ,2.8%,  65 ,45.1%,  129 ,89.6%
Network 16,609762,JULIAN HS,  390 ,  1 ,0.3%,  119 ,30.5%,  331 ,84.9%
Network 16,609715,KELLY HS,"  1,780 ",  584 ,32.8%,  333 ,18.7%,"  1,294 ",72.7%
Network 16,609718,KENNEDY HS,"  1,474 ",  177 ,12.0%,  297 ,20.2%,  739 ,50.1%
Network 16,609725,MORGAN PARK HS,"  1,079 ",  9 ,0.8%,  154 ,14.3%,  641 ,59.4%
Network 16,609682,RICHARDS HS,  233 ,  79 ,33.9%,  50 ,21.5%,  203 ,87.1%
Network 16,610357,SPRY HS,  97 ,  38 ,39.2%,  23 ,23.7%,  76 ,78.4%
Network 16,609735,TILDEN HS,  203 ,  44 ,21.7%,  65 ,32.0%,  183 ,90.2%
Network 16,609748,YORK HS,  172 ,  6 ,3.5%,  55 ,32.0%,  159 ,92.4%
Network 17,610323,BOWEN HS,  218 ,  16 ,7.3%,  78 ,35.8%,  189 ,86.7%
Network 17,610381,BRONZEVILLE HS,  87 ,  4 ,4.6%,  22 ,25.3%,  72 ,82.8%
Network 17,609760,CARVER MILITARY HS,  442 ,  27 ,6.1%,  35 ,7.9%,  273 ,61.8%
Network 17,609754,CHICAGO MILITARY HS,  280 ,  21 ,7.5%,  29 ,10.4%,  190 ,67.9%
Network 17,609674,CHICAGO VOCATIONAL HS,  741 ,  20 ,2.7%,  201 ,27.1%,  547 ,73.8%
Network 17,609761,CORLISS HS,  284 ,  2 ,0.7%,  89 ,31.3%,  243 ,85.6%
Network 17,609676,DUNBAR HS,  413 ,  12 ,2.9%,  100 ,24.2%,  301 ,72.9%
Network 17,610587,DYETT ARTS HS,  583 ,  3 ,0.5%,  76 ,13.0%,  434 ,74.4%
Network 17,609705,FENGER HS,  286 ,  3 ,1.1%,  49 ,17.1%,  241 ,84.3%
Network 17,609710,HARLAN HS,  297 ,  2 ,0.7%,  72 ,24.2%,  253 ,85.2%
Network 17,609712,HIRSCH HS,  90 ,,,  42 ,46.7%,  73 ,81.1%
Network 17,609713,HYDE PARK HS,  770 ,  8 ,1.0%,  146 ,19.0%,  602 ,78.2%
Network 17,609746,KENWOOD HS,"  2,125 ",  28 ,1.3%,  116 ,5.5%,"  1,043 ",49.1%
Network 17,609751,KING HS,  463 ,  4 ,0.9%,  48 ,10.4%,  312 ,67.4%
Network 17,609692,SIMEON HS,"  1,420 ",  7 ,0.5%,  171 ,12.0%,"  1,069 ",75.3%
Network 17,610547,SOUTH SHORE INTL HS,  561 ,  7 ,1.3%,  44 ,7.8%,  309 ,55.1%
Network 17,609739,WASHINGTON HS,"  1,505 ",  252 ,16.7%,  273 ,18.1%,"  1,035 ",68.8%
Network 17,610380,WILLIAMS HS,  107 ,,,  13 ,12.2%,  96 ,89.7%
AUSL,609806,BRADWELL,  472 ,  8 ,1.7%,  54 ,11.4%,  447 ,94.7%
AUSL,609844,CARTER,  298 ,,,  27 ,9.1%,  268 ,89.9%
AUSL,610021,CASALS,  373 ,  66 ,17.7%,  43 ,11.5%,  298 ,79.9%
AUSL,609851,CHALMERS,  275 ,  6 ,2.2%,  46 ,16.7%,  259 ,94.2%
AUSL,610248,CHICAGO ACADEMY ES,  561 ,  162 ,28.9%,  83 ,14.8%,  360 ,64.2%
AUSL,610340,CHICAGO ACADEMY HS,  571 ,  85 ,14.9%,  105 ,18.4%,  328 ,57.4%
AUSL,610499,COLLINS HS,  231 ,  1 ,0.4%,  57 ,24.7%,  189 ,81.8%
AUSL,609900,CURTIS,  422 ,  3 ,0.7%,  49 ,11.6%,  379 ,89.8%
AUSL,609883,DENEEN,  446 ,  2 ,0.5%,  63 ,14.1%,  393 ,88.1%
AUSL,609885,DEWEY,  291 ,  12 ,4.1%,  31 ,10.7%,  283 ,97.3%
AUSL,610263,DULLES,  713 ,,,  79 ,11.1%,  627 ,87.9%
AUSL,610254,DVORAK,  336 ,  1 ,0.3%,  47 ,14.0%,  324 ,96.4%
AUSL,609928,FULLER,  339 ,,,  49 ,14.5%,  306 ,90.3%
AUSL,609955,GRESHAM,  365 ,  1 ,0.3%,  51 ,14.0%,  359 ,98.4%
AUSL,609971,HARVARD,  354 ,,,  57 ,16.1%,  321 ,90.7%
AUSL,609991,HERZL,  471 ,  3 ,0.6%,  84 ,17.8%,  443 ,94.1%
AUSL,610000,HOWE,  376 ,  5 ,1.3%,  62 ,16.5%,  365 ,97.1%
AUSL,610274,JOHNSON,  328 ,  5 ,1.5%,  40 ,12.2%,  308 ,93.9%
AUSL,610036,LEWIS,  454 ,  73 ,16.1%,  49 ,10.8%,  437 ,96.3%
AUSL,610053,MARQUETTE,"  1,022 ",  400 ,39.1%,  137 ,13.4%,  823 ,80.5%
AUSL,610282,MCNAIR,  344 ,  24 ,7.0%,  78 ,22.7%,  340 ,98.8%
AUSL,610257,MORTON,  203 ,  6 ,3.0%,  37 ,18.2%,  199 ,98.0%
AUSL,610231,NATIONAL TEACHERS,  771 ,  21 ,2.7%,  56 ,7.3%,  383 ,49.7%
AUSL,610103,OKEEFFE,  538 ,  8 ,1.5%,  78 ,14.5%,  470 ,87.4%
AUSL,610389,ORR HS,  245 ,  13 ,5.3%,  59 ,24.1%,  214 ,87.4%
AUSL,609727,PHILLIPS HS,  614 ,,,  115 ,18.7%,  485 ,79.0%
AUSL,610106,PICCOLO,  519 ,  172 ,33.1%,  85 ,16.4%,  409 ,78.8%
AUSL,610172,SHERMAN,  247 ,  8 ,3.2%,  31 ,12.6%,  245 ,99.2%
AUSL,610543,SOLORIO HS,"  1,238 ",  200 ,16.2%,  151 ,12.2%,  835 ,67.5%
AUSL,610339,STAGG,  408 ,  11 ,2.7%,  55 ,13.5%,  393 ,96.3%
AUSL,610396,TARKINGTON,  920 ,  303 ,32.9%,  117 ,12.7%,  773 ,84.0%
ISP,609772,ADDAMS,  615 ,  222 ,36.1%,  60 ,9.8%,  481 ,78.2%
ISP,609773,AGASSIZ,  461 ,  21 ,4.6%,  71 ,15.4%,  127 ,27.6%
ISP,609695,AMUNDSEN HS,"  1,459 ",  129 ,8.8%,  231 ,15.8%,  740 ,50.7%
ISP,609779,ARMSTRONG G,"  1,221 ",  421 ,34.5%,  142 ,11.6%,"  1,008 ",82.6%
ISP,609786,AVALON PARK,  227 ,,,  24 ,10.6%,  205 ,90.3%
ISP,610544,AZUELA,  803 ,  260 ,32.4%,  84 ,10.5%,  523 ,65.1%
ISP,610563,BACK OF THE YARDS HS,"  1,076 ",  195 ,18.1%,  90 ,8.4%,  771 ,71.7%
ISP,609798,BELDING,  545 ,  95 ,17.4%,  71 ,13.0%,  207 ,38.0%
ISP,609922,BELMONT-CRAGIN,  425 ,  256 ,60.2%,  76 ,17.9%,  319 ,75.1%
ISP,609726,BROOKS HS,  984 ,,,  59 ,6.0%,  492 ,50.0%
ISP,609817,BUDLONG,  647 ,  207 ,32.0%,  63 ,9.7%,  365 ,56.4%
ISP,609820,BURLEY,  569 ,  11 ,1.9%,  58 ,10.2%,  64 ,11.3%
ISP,609829,BURROUGHS,  418 ,  156 ,37.3%,  47 ,11.2%,  372 ,89.0%
ISP,609833,CALDWELL,  246 ,  1 ,0.4%,  26 ,10.6%,  148 ,60.2%
ISP,609835,CAMERON,  652 ,  203 ,31.1%,  99 ,15.2%,  577 ,88.5%
ISP,610539,CAMRAS,  866 ,  356 ,41.1%,  137 ,15.8%,  522 ,60.3%
ISP,610024,CARDENAS,  979 ,  318 ,32.5%,  166 ,17.0%,  797 ,81.4%
ISP,609842,CARSON,  914 ,  521 ,57.0%,  71 ,7.8%,  756 ,82.7%
ISP,609849,CASSELL,  386 ,  10 ,2.6%,  80 ,20.7%,  71 ,18.4%
ISP,609852,CHAPPELL,  555 ,  81 ,14.6%,  76 ,13.7%,  197 ,35.5%
ISP,610148,CHAVEZ,  836 ,  342 ,40.9%,  84 ,10.1%,  778 ,93.1%
ISP,609753,CHICAGO AGRICULTURE HS,  818 ,  21 ,2.6%,  175 ,21.4%,  299 ,36.6%
ISP,609795,CLARK ES,  182 ,  22 ,12.1%,  15 ,8.2%,  155 ,85.2%
ISP,610244,CLARK HS,  524 ,  8 ,1.5%,  104 ,19.9%,  398 ,76.0%
ISP,609859,CLINTON,"  1,079 ",  551 ,51.1%,  89 ,8.3%,  844 ,78.2%
ISP,610170,COLUMBIA EXPLORERS,  834 ,  269 ,32.3%,  111 ,13.3%,  622 ,74.6%
ISP,609863,COLUMBUS,  250 ,  60 ,24.0%,  15 ,6.0%,  122 ,48.8%
ISP,609866,COONLEY,  966 ,  44 ,4.6%,  103 ,10.7%,  99 ,10.3%
ISP,609870,CORKERY,  422 ,  188 ,44.6%,  73 ,17.3%,  349 ,82.7%
ISP,609899,EBINGER,  847 ,  35 ,4.1%,  130 ,15.4%,  65 ,7.7%
ISP,609909,EVERETT,  124 ,  58 ,46.8%,  30 ,24.2%,  107 ,86.3%
ISP,610503,FRAZIER PROSPECTIVE,  196 ,  1 ,0.5%,  19 ,9.7%,  158 ,80.6%
ISP,609945,GOUDY,  621 ,  219 ,35.3%,  68 ,11.0%,  435 ,70.1%
ISP,609958,GUNSAULUS,  726 ,  303 ,41.7%,  85 ,11.7%,  551 ,75.9%
ISP,609996,HOLDEN,  427 ,  105 ,24.6%,  49 ,11.5%,  239 ,56.0%
ISP,610384,INFINITY HS,  398 ,  82 ,20.6%,  55 ,13.8%,  276 ,69.4%
ISP,609678,JONES HS,"  1,964 ",  19 ,1.0%,  109 ,5.6%,  658 ,33.5%
ISP,610015,JUNGMAN,  248 ,  96 ,38.7%,  73 ,29.4%,  192 ,77.4%
ISP,610026,KINZIE,  681 ,  101 ,14.8%,  146 ,21.4%,  310 ,45.5%
ISP,610027,KIPLING,  276 ,,,  33 ,12.0%,  236 ,85.5%
ISP,609993,LARA,  382 ,  206 ,53.9%,  56 ,14.7%,  320 ,83.8%
ISP,610520,LASALLE II,  574 ,  47 ,8.2%,  76 ,13.2%,  183 ,31.9%
ISP,610291,LEE,  721 ,  168 ,23.3%,  98 ,13.6%,  553 ,76.7%
ISP,610298,LENART,  278 ,  1 ,0.4%,  6 ,2.2%,  68 ,24.5%
ISP,610038,LINCOLN,  919 ,  46 ,5.0%,  44 ,4.8%,  96 ,10.5%
ISP,610391,LINDBLOM HS,"  1,397 ",  34 ,2.4%,  80 ,5.7%,  807 ,57.8%
ISP,609834,LITTLE VILLAGE,  673 ,  361 ,53.6%,  88 ,13.1%,  546 ,81.1%
ISP,610040,LLOYD,  886 ,  489 ,55.2%,  106 ,12.0%,  655 ,73.9%
ISP,610541,LORCA,  688 ,  313 ,45.5%,  103 ,15.0%,  511 ,74.3%
ISP,609780,MARINE LEADERSHIP AT AMES HS,  829 ,  207 ,25.0%,  82 ,9.9%,  778 ,93.9%
ISP,610054,MARSH,  724 ,  250 ,34.5%,  110 ,15.2%,  477 ,65.9%
ISP,610312,MCDOWELL,  147 ,,,  13 ,8.8%,  108 ,73.5%
ISP,610082,MOUNT GREENWOOD,"  1,235 ",  7 ,0.6%,  131 ,10.6%,  176 ,14.3%
ISP,610098,NOBEL,  643 ,  248 ,38.6%,  71 ,11.0%,  430 ,66.9%
ISP,609749,NORTHSIDE PREP HS,"  1,059 ",  13 ,1.2%,  51 ,4.8%,  307 ,29.0%
ISP,609950,ORTIZ DE DOMINGUEZ,  415 ,  230 ,55.4%,  70 ,16.9%,  246 ,59.3%
ISP,610111,PALMER,  732 ,  236 ,32.2%,  102 ,13.9%,  470 ,64.2%
ISP,610386,PEACE AND EDUCATION HS,  86 ,  20 ,23.3%,  25 ,29.1%,  71 ,82.6%
ISP,610120,PECK,  818 ,  403 ,49.3%,  81 ,9.9%,  727 ,88.9%
ISP,610122,PEIRCE,"  1,021 ",  172 ,16.9%,  124 ,12.1%,  437 ,42.8%
ISP,610304,PHOENIX MILITARY HS,  578 ,  58 ,10.0%,  42 ,7.3%,  384 ,66.4%
ISP,610129,PICKARD,  372 ,  144 ,38.7%,  59 ,15.9%,  334 ,89.8%
ISP,610390,RICKOVER MILITARY HS,  447 ,  60 ,13.4%,  73 ,16.3%,  292 ,65.3%
ISP,610147,ROGERS,  727 ,  228 ,31.4%,  111 ,15.3%,  455 ,62.6%
ISP,610250,SALAZAR,  308 ,  106 ,34.4%,  47 ,15.3%,  205 ,66.6%
ISP,610226,SANDOVAL,  842 ,  436 ,51.8%,  73 ,8.7%,  656 ,77.9%
ISP,610081,SHERIDAN,  550 ,  47 ,8.6%,  41 ,7.5%,  198 ,36.0%
ISP,610173,SHERWOOD,  263 ,  6 ,2.3%,  52 ,19.8%,  197 ,74.9%
ISP,610177,SKINNER,"  1,194 ",  72 ,6.0%,  72 ,6.0%,  152 ,12.7%
ISP,610179,SMYSER,  827 ,  182 ,22.0%,  76 ,9.2%,  440 ,53.2%
ISP,609990,SOUTH LOOP,  784 ,  39 ,5.0%,  44 ,5.6%,  170 ,21.7%
ISP,609745,SOUTHSIDE HS,  327 ,  66 ,20.2%,  326 ,99.7%,  245 ,74.9%
ISP,610548,STEM,  407 ,  28 ,6.9%,  32 ,7.9%,  142 ,34.9%
ISP,610249,TALMAN,  362 ,  167 ,46.1%,  72 ,19.9%,  218 ,60.2%
ISP,610504,THOMAS,  117 ,  51 ,43.6%,  41 ,35.0%,  55 ,47.0%
ISP,610201,THORP O,  843 ,  77 ,9.1%,  130 ,15.4%,  203 ,24.1%
ISP,610203,TONTI,  845 ,  347 ,41.1%,  93 ,11.0%,  550 ,65.1%
ISP,609895,TURNER-DREW,  212 ,,,  31 ,14.6%,  144 ,67.9%
ISP,610039,VON LINNE,  659 ,  173 ,26.3%,  93 ,14.1%,  281 ,42.6%
ISP,610366,WACKER,  230 ,  1 ,0.4%,  22 ,9.6%,  138 ,60.0%
ISP,610217,WARD J,  568 ,  222 ,39.1%,  40 ,7.0%,  291 ,51.2%
ISP,610100,WEST PARK,  477 ,  169 ,35.4%,  63 ,13.2%,  346 ,72.5%
ISP,610542,WEST RIDGE,  728 ,  268 ,36.8%,  89 ,12.2%,  526 ,72.3%
ISP,609755,YOUNG HS,"  2,208 ",  43 ,2.0%,  131 ,5.9%,  765 ,34.7%
ISP,609973,ZAPATA,  621 ,  308 ,49.6%,  114 ,18.4%,  520 ,83.7%
Charter,400153,ACERO - BRIGHTON PARK,  565 ,  290 ,51.3%,  62 ,11.0%,  341 ,60.4%
Charter,400101,ACERO - CISNEROS,  491 ,  245 ,49.9%,  61 ,12.4%,  370 ,75.4%
Charter,400120,ACERO - CLEMENTE,  528 ,  231 ,43.8%,  69 ,13.1%,  294 ,55.7%
Charter,400121,ACERO - DE LA CRUZ,  565 ,  220 ,38.9%,  92 ,16.3%,  344 ,60.9%
Charter,400081,ACERO - DE LAS CASAS,  258 ,  119 ,46.1%,  31 ,12.0%,  176 ,68.2%
Charter,400082,ACERO - FUENTES,  468 ,  184 ,39.3%,  56 ,12.0%,  284 ,60.7%
Charter,400085,ACERO - GARCIA HS,  638 ,  197 ,30.9%,  116 ,18.2%,  515 ,80.7%
Charter,400112,ACERO - IDAR,  551 ,  275 ,49.9%,  55 ,10.0%,  350 ,63.5%
Charter,400089,ACERO - MARQUEZ,  553 ,  299 ,54.1%,  69 ,12.5%,  383 ,69.3%
Charter,400083,ACERO - PAZ,  236 ,  134 ,56.8%,  27 ,11.4%,  175 ,74.2%
Charter,400114,ACERO - SANTIAGO,  249 ,  120 ,48.2%,  42 ,16.9%,  161 ,64.7%
Charter,400149,ACERO - SOTO HS,  520 ,  186 ,35.8%,  88 ,16.9%,  336 ,64.6%
Charter,400084,ACERO - TAMAYO,  279 ,  160 ,57.4%,  40 ,14.3%,  164 ,58.8%
Charter,400080,ACERO - TORRES,  575 ,  295 ,51.3%,  52 ,9.0%,  430 ,74.8%
Charter,400079,ACERO - ZIZUMBO,  588 ,  253 ,43.0%,  58 ,9.9%,  475 ,80.8%
Charter,400060,AHS - PASSAGES,  370 ,  172 ,46.5%,  39 ,10.5%,  268 ,72.4%
Charter,400181,ART IN MOTION,  262 ,,,  49 ,18.7%,  153 ,58.4%
Charter,400172,ASPIRA - BUSINESS & FINANCE HS,  545 ,  184 ,33.8%,  125 ,22.9%,  358 ,65.7%
Charter,400013,ASPIRA - EARLY COLLEGE HS,  298 ,  136 ,45.6%,  85 ,28.5%,  180 ,60.4%
Charter,400017,ASPIRA - HAUGAN,  170 ,  85 ,50.0%,  36 ,21.2%,  123 ,72.4%
Charter,400021,CATALYST - CIRCLE ROCK,  513 ,,,  51 ,9.9%,  349 ,68.0%
Charter,400115,CATALYST - MARIA,"  1,101 ",  263 ,23.9%,  172 ,15.6%,  853 ,77.5%
Charter,400161,CHICAGO COLLEGIATE,  341 ,  2 ,0.6%,  66 ,19.4%,  314 ,92.1%
Charter,400035,CHICAGO MATH & SCIENCE HS,  612 ,  186 ,30.4%,  70 ,11.4%,  483 ,78.9%
Charter,400159,CHRISTOPHER HOUSE,  501 ,  166 ,33.1%,  78 ,15.6%,  353 ,70.5%
Charter,400023,CICS - AVALON/SOUTH SHORE,  491 ,  4 ,0.8%,  58 ,11.8%,  294 ,59.9%
Charter,400024,CICS - BASIL,  596 ,  54 ,9.1%,  84 ,14.1%,  510 ,85.6%
Charter,400092,CICS - BOND,  307 ,,,  33 ,10.8%,  233 ,75.9%
Charter,400025,CICS - BUCKTOWN,  696 ,  150 ,21.6%,  82 ,11.8%,  407 ,58.5%
Charter,400113,CICS - CHICAGOQUEST HS,  114 ,  4 ,3.5%,  33 ,29.0%,  82 ,71.9%
Charter,400032,CICS - ELLISON HS,  201 ,,,  46 ,22.9%,  138 ,68.7%
Charter,400027,CICS - IRVING PARK,  556 ,  162 ,29.1%,  64 ,11.5%,  303 ,54.5%
Charter,400033,CICS - LONGWOOD,"  1,305 ",  10 ,0.8%,  230 ,17.6%,  904 ,69.3%
Charter,400026,CICS - LOOMIS,  441 ,  2 ,0.5%,  29 ,6.6%,  269 ,61.0%
Charter,400034,CICS - NORTHTOWN HS,  909 ,  180 ,19.8%,  208 ,22.9%,  629 ,69.2%
Charter,400028,CICS - PRAIRIE,  430 ,  101 ,23.5%,  53 ,12.3%,  322 ,74.9%
Charter,400029,CICS - WASHINGTON PARK,  497 ,,,  51 ,10.3%,  332 ,66.8%
